商品名称,商品价格,店铺名称,商品评论量,发货地,商品链接,店铺链接,图片链接
晨圈汇 熊猫双面绣如意架鸡翅木手工刺绣工艺品中国风四川出国礼物 枫叶熊猫,￥888.00,晨圈汇旗舰店,2,四川,https://item.jd.com/40873160848.html,https://mall.jd.com/index-897704.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/167970/29/30713/262674/63296be6Eea8b0bec/a99a111357c74406.jpg
琉唐艺汇 蜀锦围巾 围巾外事礼品中国风特色四川成都蜀锦披肩刺绣 送老外纪念礼品 泥金云牡丹,￥670.00,琉唐艺汇旗舰店,25,四川,https://item.jd.com/44274895758.html,https://mall.jd.com/index-876902.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/29925/31/13994/262099/5ca334e0Ed33cc87c/65f4b16e415312fa.jpg
重礼 客厅四川特色双面绣熊猫纪念品家用檀木外框时尚商务乔迁大气摆件工艺品手工刺绣礼物创意 鸳鸯C款,￥4140.00,重礼装饰旗舰店,0,四川,https://item.jd.com/10063855143528.html,https://mall.jd.com/index-12358891.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/143643/8/30199/96510/63564284Ee76e2a88/693270929f34f56a.jpg
依山锦绣 双面绣摆件家居饰品刻字个性定制送客户商务会议纪念礼品 龙腾沧海,￥980.00,依山锦绣旗舰店,1,四川,https://item.jd.com/10025283691120.html,https://mall.jd.com/index-754134.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/144510/21/18798/270873/5fdb03a9E2ac44410/2a7bfc0100ea7b00.jpg
喜家隆（Hey kalo）公司年 文化礼品 送外国人围巾手工刺绣丝巾中国特色礼物送老 藕白双牡丹,￥245.00,幔雅家居专营店,0,四川,https://item.jd.com/10067032186550.html,https://mall.jd.com/index-12286767.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/193206/14/30896/111684/63929d51Ebded507c/c0a1aad98ba76f45.jpg
老秀馆 手工刺绣雪娃娃熊猫工艺品屏风摆件中国风特色出国礼物送老外纪念品毕业礼物送老师 招财,￥198.00,老秀馆官方旗舰店,6,四川,https://item.jd.com/10032833524813.html,https://mall.jd.com/index-10051377.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/182902/27/10722/201961/60d1ad2eEc0f66d93/848325b2de099b74.jpg
琉唐艺汇 团扇故宫圆扇子夏汉服湘香妃扇双面真丝手工刺绣送老外工艺扇 孔雀,￥990.00,琉唐艺汇旗舰店,2,四川,https://item.jd.com/71022780758.html,https://mall.jd.com/index-876902.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/111998/39/22411/178806/62340a43Efc0b3ecc/50202b0f6ce65d6a.jpg
依山锦绣 双面绣摆件家居饰品刻字个性定制送客户商务会议纪念礼品 水中莲花,￥980.00,依山锦绣旗舰店,1,四川,https://item.jd.com/10025283691121.html,https://mall.jd.com/index-754134.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/137628/39/18531/203504/5fdb03abE1732b80a/91537dc75c4141a7.jpg
重礼 客厅四川特色双面绣熊猫纪念品家用檀木外框时尚商务乔迁大气摆件工艺品手工刺绣礼物创意 鸳鸯C款,￥4140.00,重礼装饰旗舰店,0,四川,https://item.jd.com/10063855143528.html,https://mall.jd.com/index-12358891.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/143643/8/30199/96510/63564284Ee76e2a88/693270929f34f56a.jpg
轩舞艺 单面刺绣梅花双熊猫卷轴丝绸挂画出国礼物特色工艺品 节节高,￥768.00,轩舞艺旗舰店,1,四川,https://item.jd.com/10065529869449.html,https://mall.jd.com/index-927862.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/137763/4/31508/173231/636f51bfE0e2e53c8/f6aaaf82b70d76fa.jpg
琉唐艺汇  双面绣紫光檀木架摆件四川特色礼物送老外传统刺绣纪念品熊猫工艺双面绣屏风摆件 兰花款,￥1380.00,琉唐艺汇旗舰店,36,四川,https://item.jd.com/38022567887.html,https://mall.jd.com/index-876902.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/20783/25/13503/193713/5cb19377Ebf99bcb9/8a51e51c72a02e71.jpg
安靖之乡 中式纯手工刺绣客厅装饰画非遗荷花系列玄关墙壁挂画 高档酒店民宿装饰品 盛夏（小）,￥6300.00,安靖蜀绣之乡旗舰店,0,四川,https://item.jd.com/10020934283742.html,https://mall.jd.com/index-10111120.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/119617/35/14981/270831/5f472f7fEa7cc4ec5/4a7e59467641f475.jpg
星罗宇熊猫手工双面绣屏风摆件中国风特色旅游送老外工艺品礼物 秋之恋熊猫,￥682.00,星罗宇创意礼品专营店,3,四川,https://item.jd.com/42237197188.html,https://mall.jd.com/index-764961.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/67919/34/5048/190716/5d32db4bE84f63568/6db8810148ea5cfa.jpg
蘇宏苏绣汴绣手工艺礼品创意桌面摆件桌搭双面绣中国风特色礼品 金鸡报晓,￥490.00,蘇宏官方旗舰店,23,四川,https://item.jd.com/10032180092124.html,https://mall.jd.com/index-745744.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/217640/7/9295/132281/61cab439Ecabf701b/0cbb0ce49abb3e04.jpg
重礼 家居定制客厅老外礼品家用成都手工双面刺绣商务屏风摆件大气中国风民族工艺品创意时尚乔迁 枫叶熊猫,￥2331.00,重礼家居旗舰店,0,四川,https://item.jd.com/10054445911113.html,https://mall.jd.com/index-12045010.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/200971/20/26980/134434/6315d3cfE4c013b05/58bfd63e9ac9d7b6.jpg
屏风摆件 蜀锦 手工双面刺绣 中国风 暖房礼物 苏州手工刺绣画荷花屏风双面绣实木玄关客厅装饰摆件 款7 松鹤延年,￥288.00,怡航家居日用专营店,1,四川,https://item.jd.com/10044195980988.html,https://mall.jd.com/index-11726723.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/213876/35/23645/97238/63844fbcE0b2629c8/dece36ab6aebcfd1.jpg
琉唐艺汇  双面绣紫光檀木架摆件四川特色礼物送老外传统刺绣纪念品熊猫工艺双面绣屏风摆件 枫叶熊猫款,￥1380.00,琉唐艺汇旗舰店,36,四川,https://item.jd.com/38022567880.html,https://mall.jd.com/index-876902.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/22439/24/15632/223376/5cb19379E10dd0351/edc453ef05618287.jpg
 手工刺绣 湘绣 双面绣中国风特色礼品湘绣摆件非遗苏绣手工刺绣画双面绣丝线客厅摆件台屏中国特色出 浅绿色 款28-一心一意 双面绣,￥277.20,文平家居日用专营店,2,四川,https://item.jd.com/10041046721467.html,https://mall.jd.com/index-11625909.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/209357/36/10436/123472/619da859E0c88d216/3954355d0e124625.jpg
宏火阁礼品 团扇故宫圆扇子夏汉服湘香妃扇双面真丝手工刺绣送老外工艺扇 年年有余,￥1280.00,宏火阁礼品旗舰店,2,四川,https://item.jd.com/10023366769803.html,https://mall.jd.com/index-900199.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/193876/21/3973/242428/60a477cdE4dd26584/4eb9fb4255aaa21d.jpg
中国特色礼品 熊猫屏风 出国礼品送老外送客户礼品 梅花熊猫,￥3980.00,静阁隆工艺品专营店,1,四川,https://item.jd.com/10021509397101.html,https://mall.jd.com/index-718848.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/141405/31/8175/504409/5f5b0239Eaaa99cf7/267b2bea6ae2fa1c.jpg
詩華歌迪  苏绣苏绣双面绣屏风摆件喜上眉梢手工刺绣工艺品湘绣广绣粤绣送老外客户朋友同事老师 春归天地,￥519.00,顺致礼品专营店,96,四川,https://item.jd.com/49322985432.html,https://mall.jd.com/index-675919.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/58004/2/19965/207587/62be6fa8Ef09387cc/f1af3eb3efe3b459.jpg
晨熙  会议大气精品荷花刺绣家用出国礼品新房创意新家 荷花 掺针与平针结合  艺术品装饰,￥7150.00,晨熙旗舰店,0,四川,https://item.jd.com/10028221628071.html,https://mall.jd.com/index-547281.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/164400/2/18092/197767/60750f7cE44fc65ef/da6a1309bec54185.jpg
琉唐艺汇 台屏 双面绣屏风摆件 手工刺绣工艺品 商务出国礼品 送老外中国风特色礼物 国色天香,￥1180.00,琉唐艺汇旗舰店,2,四川,https://item.jd.com/37688016605.html,https://mall.jd.com/index-876902.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/31226/11/10763/194182/5cb1936cE29734b66/bea09206f508feff.jpg
轩舞艺 檀木鸡1翅木双面绣摆件中国特色礼物送老外四川成都特色旅游纪念品 年年有余（鸡翅木）,￥598.00,轩舞艺旗舰店,0,四川,https://item.jd.com/10065508601451.html,https://mall.jd.com/index-927862.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/116959/26/29204/119921/636f0994E108fe097/93dea463ad399f1d.jpg
晨圈汇 熊猫双面绣如意架鸡翅木手工刺绣工艺品中国风四川出国礼物 竹子熊猫,￥888.00,晨圈汇旗舰店,2,四川,https://item.jd.com/40873160846.html,https://mall.jd.com/index-897704.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/164155/3/30386/230642/63296befEe8f6e088/5cbbc37dd9309a45.jpg
琉唐艺汇（ltyh） 琉唐艺汇 双面绣都特色地区礼品屏风摆件双面刺绣手工艺品送老外中国风礼品 年年有余,￥890.00,琉唐艺汇旗舰店,0,四川,https://item.jd.com/10065365725243.html,https://mall.jd.com/index-876902.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/142849/16/31243/161272/636c9e72E88dd5517/44460a484b3161c4.jpg
红鸟 中国风待客手工刺绣家用四川特色客厅双面绣熊猫屏风居家摆饰送老外礼物商务大气乔迁创意 孔雀牡丹,￥2235.00,客膳家居专营店,0,四川,https://item.jd.com/10057666243787.html,https://mall.jd.com/index-12250106.html?from=pc,https://img12.360buyimg.com/n7/jfs/t1/32629/39/16872/203650/62e94f53E1ebc2f56/5ae271b16a7916fe.jpg
(第2版) 朱利容 李莎 袁伟 黄雨涵  书籍,￥34.10,文轩网精品图书专营店,1,四川,https://item.jd.com/10032204480571.html,https://mall.jd.com/index-717935.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/6765/19/11586/56947/60bf3b4dE1a17296b/5fa803e48169d5ae.jpg
老秀馆 手工刺绣双面绣檀木摆件四川特色伴手礼中国风特色礼物纪念品送老外圣诞节礼物 友谊,￥478.00,老秀馆官方旗舰店,6,四川,https://item.jd.com/10037294313870.html,https://mall.jd.com/index-10051377.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/5068/26/19418/176867/62b03b0dE2f28c9b1/42fb2fb0611a84d3.jpg
琉唐艺汇 台屏 双面绣屏风摆件 手工刺绣工艺品 商务出国礼品 送老外中国风特色礼物 喜上眉梢,￥1180.00,琉唐艺汇旗舰店,2,四川,https://item.jd.com/37688016613.html,https://mall.jd.com/index-876902.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/17467/22/15731/204731/5cb19374E5d9ef41d/8eeb52105279efed.jpg
有福 创意湘绣苏绣粤绣简约时尚双面绣书房竹筐摆件孔雀送女友节日礼物竹子环保纯手工刺绣 孔雀 绣图直径20cm,￥468.00,有福湘绣旗舰店,6,四川,https://item.jd.com/22311417590.html,https://mall.jd.com/index-26723.html?from=pc,https://img10.360buyimg.com/n7/jfs/t1/85382/36/3025/88048/5ddb9121Ef94a3e9b/2a46c5053f7e7025.jpg
御卡手工刺绣刺绣diy手工自绣中国风礼品手工刺绣成品围 奶白绣球花-双头绣花,￥236.80,如想书家居专营店,2,四川,https://item.jd.com/10050102994841.html,https://mall.jd.com/index-11398768.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/185304/35/24021/118480/6262a6a4Ed461e843/e798549a8fcace91.jpg
重礼 中国风时尚苏绣双面绣如意屏风刺绣手工家用特色礼品送老外乔迁工艺品摆件客厅大气商务创意 枫叶熊猫,￥2232.00,重礼家居旗舰店,0,四川,https://item.jd.com/10054445639396.html,https://mall.jd.com/index-12045010.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/199395/30/24508/162699/62a5d1f5E5670a802/0eaafecd0143abfa.jpg
安靖之乡 四川方言熊猫双面绣工艺礼品 非遗纯手工刺绣家居装饰摆件 成都特色伴手礼送老外 吃果果 5寸,￥165.00,安靖蜀绣之乡旗舰店,8,四川,https://item.jd.com/10031998697961.html,https://mall.jd.com/index-10111120.html?from=pc,https://img11.360buyimg.com/n7/jfs/t1/194993/24/6347/137718/60b9e495Ee04b25ad/410845f1521fdcab.png
老秀馆 手工刺绣熊猫卷轴挂画出国外事礼品乔迁礼物中国风特色工艺礼品送老外 童趣,￥399.00,老秀馆官方旗舰店,21,四川,https://item.jd.com/10040593888638.html,https://mall.jd.com/index-10051377.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/210315/16/9584/149163/61931a26E83e5cc9b/454f93feae63b677.jpg
安靖之乡 萌萌熊猫系列小型家居装饰摆件 送孩子生日礼物 非遗纯手工双面刺绣小礼品伴手礼 款式2,￥165.00,安靖蜀绣之乡旗舰店,5,四川,https://item.jd.com/10037152267698.html,https://mall.jd.com/index-10111120.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/220088/20/13729/317227/6225b3c3E7df33aef/8082e69d173234b5.jpg
陌上桑 双面绣手工刺绣大熊猫摆件中国特色礼品送老外礼物出国外事礼品圣诞节礼物送老师送同学 锦鸡报晓,￥308.00,齐力礼品专营店,43,四川,https://item.jd.com/10042473363698.html,https://mall.jd.com/index-197207.html?from=pc,https://img13.360buyimg.com/n7/jfs/t1/39699/20/20791/102844/637d844bE0c9008f5/a7bdf8f31a86e637.jpg
晨圈汇（chenquanhui） 手工刺绣檀木鸡翅木双面绣大号摆件四川特色装饰工艺送外宾出国礼品 节节高-鸡翅木,￥1688.00,晨圈汇旗舰店,4,四川,https://item.jd.com/40706824969.html,https://mall.jd.com/index-897704.html?from=pc,https://img14.360buyimg.com/n7/jfs/t1/39435/17/20616/157658/636b5a3dE251c52be/4712c056e9bdb759.jpg
